Idx,Type,Region,Name,Longitude,Latitude,MAC,IP,PMU_IDX,From,To,Delay,BW,Loss,Jitter,Status
NAVAJO4,PMU,SRP,NAVAJO4,36.703549,-111.590806,None,192.168.1.180,164,None,None,None,None,None,None,0
MOENKOPI3,PMU,SRP,MOENKOPI3,36.033561,-111.648566,None,192.168.1.181,165,None,None,None,None,None,None,0
MOENKOP2,PMU,SRP,MOENKOP2,35.631561,-111.248566,None,192.168.1.182,166,None,None,None,None,None,None,0
MOENKOP3,PMU,SRP,MOENKOP3,36.032561,-111.249566,None,192.168.1.183,167,None,None,None,None,None,None,0
MOENKOP4,PMU,SRP,MOENKOP4,35.732561,-111.647566,None,192.168.1.184,168,None,None,None,None,None,None,0
CAMPWIL,PMU,SRP,CAMPWIL,40.469158,-111.947715,None,192.168.1.185,169,None,None,None,None,None,None,0
BENLOMND,PMU,SRP,BENLOMND,41.438578,-112.048172,None,192.168.1.186,170,None,None,None,None,None,None,0
BENLOMND3,PMU,SRP,BENLOMND3,41.239578,-112.048172,None,192.168.1.187,171,None,None,None,None,None,None,0
EMERY,PMU,SRP,EMERY,39.177375,-110.778737,None,192.168.1.188,172,None,None,None,None,None,None,0
EMERY3,PMU,SRP,EMERY3,39.177375,-111.079737,None,192.168.1.189,173,None,None,None,None,None,None,0
MONA,PMU,SRP,MONA,39.809556,-111.908691,None,192.168.1.190,174,None,None,None,None,None,None,0
NAUGHTON,PMU,SRP,NAUGHTON,41.7585,-110.6005,None,192.168.1.191,175,None,None,None,None,None,None,0
NAUGHT,PMU,SRP,NAUGHT,41.5555,-110.4005,None,192.168.1.192,176,None,None,None,None,None,None,0
SPANFRK,PMU,SRP,SPANFRK,40.080517,-111.506269,None,192.168.1.193,177,None,None,None,None,None,None,0
SIGURD,PMU,SRP,SIGURD,38.843763,-111.994022,None,192.168.1.194,178,None,None,None,None,None,None,0
TERMINAL,PMU,SRP,TERMINAL,40.757317,-112.007263,None,192.168.1.195,179,None,None,None,None,None,None,0
BIGEDDY,PMU,VRCC,BIGEDDY,45.514571,-122.681289,None,192.168.1.196,180,None,None,None,None,None,None,0
DALLES21,PMU,VRCC,DALLES21,44.89,-123.29,None,192.168.1.197,181,None,None,None,None,None,None,0
S_DEVERS,Link,AESO,S_DEVERS,None,None,None,None,None,DEVERS,S_AESO,5ms,10,0,None,0
S_PALOVRD2,Link,APS,S_PALOVRD2,None,None,None,None,None,PALOVRD2,S_APS,5ms,10,0,None,0
S_PALOVRDE,Link,APS,S_PALOVRDE,None,None,None,None,None,PALOVRDE,S_APS,5ms,10,0,None,0
S_WESTWING,Link,APS,S_WESTWING,None,None,None,None,None,WESTWING,S_APS,5ms,10,0,None,0
S_INTERMT,Link,APS,S_INTERMT,None,None,None,None,None,INTERMT,S_APS,5ms,10,0,None,0
S_INTERM1G,Link,APS,S_INTERM1G,None,None,None,None,None,INTERM1G,S_APS,5ms,10,0,None,0
S_GARRISON,Link,APS,S_GARRISON,None,None,None,None,None,GARRISON,S_APS,5ms,10,0,None,0
S_ADDBUS1,Link,APS,S_ADDBUS1,None,None,None,None,None,ADDBUS1,S_APS,5ms,10,0,None,0
S_CANADG1,Link,BPA,S_CANADG1,None,None,None,None,None,CANADG1,S_BPA,5ms,10,0,None,0
S_CANADA,Link,BPA,S_CANADA,None,None,None,None,None,CANADA,S_BPA,5ms,10,0,None,0
S_CANALB,Link,BPA,S_CANALB,None,None,None,None,None,CANALB,S_BPA,5ms,10,0,None,0
S_CA230,Link,BPA,S_CA230,None,None,None,None,None,CA230,S_BPA,5ms,10,0,None,0
S_CMAINGM,Link,BPA,S_CMAINGM,None,None,None,None,None,CMAINGM,S_BPA,5ms,10,0,None,0
S_BIGEDDY4,Link,BPA,S_BIGEDDY4,None,None,None,None,None,BIGEDDY4,S_BPA,5ms,10,0,None,0
S_NORTH,Link,BPA,S_NORTH,None,None,None,None,None,NORTH,S_BPA,5ms,10,0,None,0
S_CORTINA,Link,BPA,S_CORTINA,None,None,None,None,None,CORTINA,S_BPA,5ms,10,0,None,0
S_COTWDPGE,Link,BPA,S_COTWDPGE,None,None,None,None,None,COTWDPGE,S_BPA,5ms,10,0,None,0
S_GLENN,Link,BPA,S_GLENN,None,None,None,None,None,GLENN,S_BPA,5ms,10,0,None,0
S_LOGANCR,Link,BPA,S_LOGANCR,None,None,None,None,None,LOGANCR,S_BPA,5ms,10,0,None,0
S_MOSSLAND,Link,BPA,S_MOSSLAND,None,None,None,None,None,MOSSLAND,S_BPA,5ms,10,0,None,0
S_OLINDA,Link,BPA,S_OLINDA,None,None,None,None,None,OLINDA,S_BPA,5ms,10,0,None,0
S_ROUNDMT,Link,BPA,S_ROUNDMT,None,None,None,None,None,ROUNDMT,S_BPA,5ms,10,0,None,0
S_ROUNDMT3,Link,BPA,S_ROUNDMT3,None,None,None,None,None,ROUNDMT3,S_BPA,5ms,10,0,None,0
S_ROUNDMT4,Link,BPA,S_ROUNDMT4,None,None,None,None,None,ROUNDMT4,S_BPA,5ms,10,0,None,0
S_OLINDA1,Link,BPA,S_OLINDA1,None,None,None,None,None,OLINDA1,S_BPA,5ms,10,0,None,0
S_OLINDA2,Link,BPA,S_OLINDA2,None,None,None,None,None,OLINDA2,S_BPA,5ms,10,0,None,0
S_OLINDA3,Link,BPA,S_OLINDA3,None,None,None,None,None,OLINDA3,S_BPA,5ms,10,0,None,0
S_OLINDA4,Link,BPA,S_OLINDA4,None,None,None,None,None,OLINDA4,S_BPA,5ms,10,0,None,0
S_ROUND3,Link,BPA,S_ROUND3,None,None,None,None,None,ROUND3,S_BPA,5ms,10,0,None,0
S_ROUND4,Link,BPA,S_ROUND4,None,None,None,None,None,ROUND4,S_BPA,5ms,10,0,None,0
S_TABLE3,Link,BPA,S_TABLE3,None,None,None,None,None,TABLE3,S_BPA,5ms,10,0,None,0
S_TABLE4,Link,BPA,S_TABLE4,None,None,None,None,None,TABLE4,S_BPA,5ms,10,0,None,0
S_BIGEDDY3,Link,CAIS,S_BIGEDDY3,None,None,None,None,None,BIGEDDY3,S_CAIS,5ms,10,0,None,0
S_CELILO,Link,CAIS,S_CELILO,None,None,None,None,None,CELILO,S_CAIS,5ms,10,0,None,0
S_CELILOCA,Link,CAIS,S_CELILOCA,None,None,None,None,None,CELILOCA,S_CAIS,5ms,10,0,None,0
S_JOHNDAY,Link,CAIS,S_JOHNDAY,None,None,None,None,None,JOHNDAY,S_CAIS,5ms,10,0,None,0
S_JOHNDAY3,Link,CAIS,S_JOHNDAY3,None,None,None,None,None,JOHNDAY3,S_CAIS,5ms,10,0,None,0
S_NORTHG3,Link,CAIS,S_NORTHG3,None,None,None,None,None,NORTHG3,S_CAIS,5ms,10,0,None,0
S_GRIZZLY,Link,CAIS,S_GRIZZLY,None,None,None,None,None,GRIZZLY,S_CAIS,5ms,10,0,None,0
S_MALIN,Link,CAIS,S_MALIN,None,None,None,None,None,MALIN,S_CAIS,5ms,10,0,None,0
S_SUMMERL,Link,CAIS,S_SUMMERL,None,None,None,None,None,SUMMERL,S_CAIS,5ms,10,0,None,0
S_GRIZZLY1,Link,CAIS,S_GRIZZLY1,None,None,None,None,None,GRIZZLY1,S_CAIS,5ms,10,0,None,0
S_GRIZZLY2,Link,CAIS,S_GRIZZLY2,None,None,None,None,None,GRIZZLY2,S_CAIS,5ms,10,0,None,0
S_MALIN1,Link,CAIS,S_MALIN1,None,None,None,None,None,MALIN1,S_CAIS,5ms,10,0,None,0
S_MALIN2,Link,CAIS,S_MALIN2,None,None,None,None,None,MALIN2,S_CAIS,5ms,10,0,None,0
S_GRIZZLY3,Link,CAIS,S_GRIZZLY3,None,None,None,None,None,GRIZZLY3,S_CAIS,5ms,10,0,None,0
S_GRIZZLY4,Link,CAIS,S_GRIZZLY4,None,None,None,None,None,GRIZZLY4,S_CAIS,5ms,10,0,None,0
S_GRIZZLY5,Link,CAIS,S_GRIZZLY5,None,None,None,None,None,GRIZZLY5,S_CAIS,5ms,10,0,None,0
S_GRIZZLY6,Link,CAIS,S_GRIZZLY6,None,None,None,None,None,GRIZZLY6,S_CAIS,5ms,10,0,None,0
S_GRIZZLY7,Link,CAIS,S_GRIZZLY7,None,None,None,None,None,GRIZZLY7,S_CAIS,5ms,10,0,None,0
S_GRIZZLY8,Link,CAIS,S_GRIZZLY8,None,None,None,None,None,GRIZZLY8,S_CAIS,5ms,10,0,None,0
S_GRIZZLY9,Link,CAIS,S_GRIZZLY9,None,None,None,None,None,GRIZZLY9,S_CAIS,5ms,10,0,None,0
S_GRIZZLYA,Link,CAIS,S_GRIZZLYA,None,None,None,None,None,GRIZZLYA,S_CAIS,5ms,10,0,None,0
S_DIABLO,Link,CAIS,S_DIABLO,None,None,None,None,None,DIABLO,S_CAIS,5ms,10,0,None,0
S_DIABLO1,Link,CAIS,S_DIABLO1,None,None,None,None,None,DIABLO1,S_CAIS,5ms,10,0,None,0
S_GATES,Link,CAIS,S_GATES,None,None,None,None,None,GATES,S_CAIS,5ms,10,0,None,0
S_LOSBANOS,Link,CAIS,S_LOSBANOS,None,None,None,None,None,LOSBANOS,S_CAIS,5ms,10,0,None,0
S_TABLEMT,Link,CAIS,S_TABLEMT,None,None,None,None,None,TABLEMT,S_CAIS,5ms,10,0,None,0
S_TEVATR,Link,CAIS,S_TEVATR,None,None,None,None,None,TEVATR,S_CAIS,5ms,10,0,None,0
S_TEVATR3,Link,CAIS,S_TEVATR3,None,None,None,None,None,TEVATR3,S_CAIS,5ms,10,0,None,0
S_TEVATR2,Link,CAIS,S_TEVATR2,None,None,None,None,None,TEVATR2,S_CAIS,5ms,10,0,None,0
S_TEVATR4,Link,CAIS,S_TEVATR4,None,None,None,None,None,TEVATR4,S_CAIS,5ms,10,0,None,0
S_TEVATR1,Link,CAIS,S_TEVATR1,None,None,None,None,None,TEVATR1,S_CAIS,5ms,10,0,None,0
S_TEVATR23,Link,CAIS,S_TEVATR23,None,None,None,None,None,TEVATR23,S_CAIS,5ms,10,0,None,0
S_TEVATR32,Link,CAIS,S_TEVATR32,None,None,None,None,None,TEVATR32,S_CAIS,5ms,10,0,None,0
S_GATES1,Link,CAIS,S_GATES1,None,None,None,None,None,GATES1,S_CAIS,5ms,10,0,None,0
S_MALIN3,Link,CAIS,S_MALIN3,None,None,None,None,None,MALIN3,S_CAIS,5ms,10,0,None,0
S_MALIN4,Link,CAIS,S_MALIN4,None,None,None,None,None,MALIN4,S_CAIS,5ms,10,0,None,0
S_MALIN5,Link,CAIS,S_MALIN5,None,None,None,None,None,MALIN5,S_CAIS,5ms,10,0,None,0
S_MALIN6,Link,CAIS,S_MALIN6,None,None,None,None,None,MALIN6,S_CAIS,5ms,10,0,None,0
S_ADDBUS2,Link,CAIS,S_ADDBUS2,None,None,None,None,None,ADDBUS2,S_CAIS,5ms,10,0,None,0
S_MIDPOINT,Link,IPCO,S_MIDPOINT,None,None,None,None,None,MIDPOINT,S_IPCO,5ms,10,0,None,0
S_MIDPOINT3,Link,IPCO,S_MIDPOINT3,None,None,None,None,None,MIDPOINT3,S_IPCO,5ms,10,0,None,0
S_MOHAVE,Link,IPCO,S_MOHAVE,None,None,None,None,None,MOHAVE,S_IPCO,5ms,10,0,None,0
S_MOHAV1CC,Link,IPCO,S_MOHAV1CC,None,None,None,None,None,MOHAV1CC,S_IPCO,5ms,10,0,None,0
S_CASTAIC,Link,LADW,S_CASTAIC,None,None,None,None,None,CASTAIC,S_LADW,5ms,10,0,None,0
S_CASTAI4G,Link,LADW,S_CASTAI4G,None,None,None,None,None,CASTAI4G,S_LADW,5ms,10,0,None,0
S_GLENDAL,Link,LADW,S_GLENDAL,None,None,None,None,None,GLENDAL,S_LADW,5ms,10,0,None,0
S_OLIVE,Link,LADW,S_OLIVE,None,None,None,None,None,OLIVE,S_LADW,5ms,10,0,None,0
S_OWENSG,Link,LADW,S_OWENSG,None,None,None,None,None,OWENSG,S_LADW,5ms,10,0,None,0
S_RINALDI,Link,LADW,S_RINALDI,None,None,None,None,None,RINALDI,S_LADW,5ms,10,0,None,0
S_RINALDI3,Link,LADW,S_RINALDI3,None,None,None,None,None,RINALDI3,S_LADW,5ms,10,0,None,0
S_RIVER,Link,LADW,S_RIVER,None,None,None,None,None,RIVER,S_LADW,5ms,10,0,None,0
S_STAE,Link,LADW,S_STAE,None,None,None,None,None,STAE,S_LADW,5ms,10,0,None,0
S_STAE3,Link,LADW,S_STAE3,None,None,None,None,None,STAE3,S_LADW,5ms,10,0,None,0
S_SYLMARLA,Link,LADW,S_SYLMARLA,None,None,None,None,None,SYLMARLA,S_LADW,5ms,10,0,None,0
S_SYLMARS,Link,LADW,S_SYLMARS,None,None,None,None,None,SYLMARS,S_LADW,5ms,10,0,None,0
S_VALLEY,Link,LADW,S_VALLEY,None,None,None,None,None,VALLEY,S_LADW,5ms,10,0,None,0
S_COULEE,Link,LADW,S_COULEE,None,None,None,None,None,COULEE,S_LADW,5ms,10,0,None,0
S_HANFORD,Link,LADW,S_HANFORD,None,None,None,None,None,HANFORD,S_LADW,5ms,10,0,None,0
S_BURNS,Link,LADW,S_BURNS,None,None,None,None,None,BURNS,S_LADW,5ms,10,0,None,0
S_BURNS1,Link,LADW,S_BURNS1,None,None,None,None,None,BURNS1,S_LADW,5ms,10,0,None,0
S_MIDWAY,Link,LADW,S_MIDWAY,None,None,None,None,None,MIDWAY,S_LADW,5ms,10,0,None,0
S_MIDWAY3,Link,LADW,S_MIDWAY3,None,None,None,None,None,MIDWAY3,S_LADW,5ms,10,0,None,0
S_EAGLROCK,Link,LADW,S_EAGLROCK,None,None,None,None,None,EAGLROCK,S_LADW,5ms,10,0,None,0
S_ELDORADO,Link,LADW,S_ELDORADO,None,None,None,None,None,ELDORADO,S_LADW,5ms,10,0,None,0
S_ELDORADO3,Link,LADW,S_ELDORADO3,None,None,None,None,None,ELDORADO3,S_LADW,5ms,10,0,None,0
S_LITEHIPE,Link,LADW,S_LITEHIPE,None,None,None,None,None,LITEHIPE,S_LADW,5ms,10,0,None,0
S_LITEHIPE3,Link,LADW,S_LITEHIPE3,None,None,None,None,None,LITEHIPE3,S_LADW,5ms,10,0,None,0
S_PARDEE,Link,LADW,S_PARDEE,None,None,None,None,None,PARDEE,S_LADW,5ms,10,0,None,0
S_PARDEE3,Link,LADW,S_PARDEE3,None,None,None,None,None,PARDEE3,S_LADW,5ms,10,0,None,0
S_VALLEY3,Link,LADW,S_VALLEY3,None,None,None,None,None,VALLEY3,S_LADW,5ms,10,0,None,0
S_MIDWAY1,Link,LADW,S_MIDWAY1,None,None,None,None,None,MIDWAY1,S_LADW,5ms,10,0,None,0
S_MIDWAY2,Link,LADW,S_MIDWAY2,None,None,None,None,None,MIDWAY2,S_LADW,5ms,10,0,None,0
S_MIDWAY32,Link,LADW,S_MIDWAY32,None,None,None,None,None,MIDWAY32,S_LADW,5ms,10,0,None,0
S_MIDWAY4,Link,LADW,S_MIDWAY4,None,None,None,None,None,MIDWAY4,S_LADW,5ms,10,0,None,0
S_MIDWAY5,Link,LADW,S_MIDWAY5,None,None,None,None,None,MIDWAY5,S_LADW,5ms,10,0,None,0
S_MIDWAY6,Link,LADW,S_MIDWAY6,None,None,None,None,None,MIDWAY6,S_LADW,5ms,10,0,None,0
S_BURNS2,Link,LADW,S_BURNS2,None,None,None,None,None,BURNS2,S_LADW,5ms,10,0,None,0
S_CA230TO,Link,PGE,S_CA230TO,None,None,None,None,None,CA230TO,S_PGE,5ms,10,0,None,0
S_ROUND1,Link,PGE,S_ROUND1,None,None,None,None,None,ROUND1,S_PGE,5ms,10,0,None,0
S_ROUND2,Link,PGE,S_ROUND2,None,None,None,None,None,ROUND2,S_PGE,5ms,10,0,None,0
S_TABLE1,Link,PGE,S_TABLE1,None,None,None,None,None,TABLE1,S_PGE,5ms,10,0,None,0
S_TABLE2,Link,PGE,S_TABLE2,None,None,None,None,None,TABLE2,S_PGE,5ms,10,0,None,0
S_MALIN7,Link,PGE,S_MALIN7,None,None,None,None,None,MALIN7,S_PGE,5ms,10,0,None,0
S_MALIN8,Link,PGE,S_MALIN8,None,None,None,None,None,MALIN8,S_PGE,5ms,10,0,None,0
S_CORONADO,Link,PNM,S_CORONADO,None,None,None,None,None,CORONADO,S_PNM,5ms,10,0,None,1
S_CRAIG,Link,PNM,S_CRAIG,None,None,None,None,None,CRAIG,S_PNM,5ms,10,0,None,1
S_CRAIG3,Link,PNM,S_CRAIG3,None,None,None,None,None,CRAIG3,S_PNM,5ms,10,0,None,1
S_FOURCORN,Link,PNM,S_FOURCORN,None,None,None,None,None,FOURCORN,S_PNM,5ms,10,0,None,1
S_FOURCORN3,Link,PNM,S_FOURCORN3,None,None,None,None,None,FOURCORN3,S_PNM,5ms,10,0,None,1
S_FCNGN4CC,Link,PNM,S_FCNGN4CC,None,None,None,None,None,FCNGN4CC,S_PNM,5ms,10,0,None,1
S_FOURCORN4,Link,PNM,S_FOURCORN4,None,None,None,None,None,FOURCORN4,S_PNM,5ms,10,0,None,1
S_HAYDEN,Link,PNM,S_HAYDEN,None,None,None,None,None,HAYDEN,S_PNM,5ms,10,0,None,1
S_SANJUAN,Link,PNM,S_SANJUAN,None,None,None,None,None,SANJUAN,S_PNM,5ms,10,0,None,1
S_SJUANG4,Link,PNM,S_SJUANG4,None,None,None,None,None,SJUANG4,S_PNM,5ms,10,0,None,1
S_FOURCOR1,Link,PNM,S_FOURCOR1,None,None,None,None,None,FOURCOR1,S_PNM,5ms,10,0,None,1
S_FOURCOR2,Link,PNM,S_FOURCOR2,None,None,None,None,None,FOURCOR2,S_PNM,5ms,10,0,None,1
S_BRIDGER2,Link,PNM,S_BRIDGER2,None,None,None,None,None,BRIDGER2,S_PNM,5ms,10,0,None,1
S_MONTAG1,Link,PNM,S_MONTAG1,None,None,None,None,None,MONTAG1,S_PNM,5ms,10,0,None,1
S_MONTANA,Link,PNM,S_MONTANA,None,None,None,None,None,MONTANA,S_PNM,5ms,10,0,None,1
S_COLSTRP,Link,PNM,S_COLSTRP,None,None,None,None,None,COLSTRP,S_PNM,5ms,10,0,None,1
S_PINTOPS,Link,PNM,S_PINTOPS,None,None,None,None,None,PINTOPS,S_PNM,5ms,10,0,None,1
S_PINTO,Link,PNM,S_PINTO,None,None,None,None,None,PINTO,S_PNM,5ms,10,0,None,1
S_HAYNES,Link,SCE,S_HAYNES,None,None,None,None,None,HAYNES,S_SCE,5ms,10,0,None,0
S_HAYNES3G,Link,SCE,S_HAYNES3G,None,None,None,None,None,HAYNES3G,S_SCE,5ms,10,0,None,0
S_STAB,Link,SCE,S_STAB,None,None,None,None,None,STAB,S_SCE,5ms,10,0,None,0
S_STAB1,Link,SCE,S_STAB1,None,None,None,None,None,STAB1,S_SCE,5ms,10,0,None,0
S_STAB2,Link,SCE,S_STAB2,None,None,None,None,None,STAB2,S_SCE,5ms,10,0,None,0
S_STABLD,Link,SCE,S_STABLD,None,None,None,None,None,STABLD,S_SCE,5ms,10,0,None,0
S_STAF,Link,SCE,S_STAF,None,None,None,None,None,STAF,S_SCE,5ms,10,0,None,0
S_STAG,Link,SCE,S_STAG,None,None,None,None,None,STAG,S_SCE,5ms,10,0,None,0
S_STAJ,Link,SCE,S_STAJ,None,None,None,None,None,STAJ,S_SCE,5ms,10,0,None,0
S_MESACAL,Link,SCE,S_MESACAL,None,None,None,None,None,MESACAL,S_SCE,5ms,10,0,None,0
S_MIRALOMA4,Link,SCE,S_MIRALOMA4,None,None,None,None,None,MIRALOMA4,S_SCE,5ms,10,0,None,0
S_SERRANO,Link,SCE,S_SERRANO,None,None,None,None,None,SERRANO,S_SCE,5ms,10,0,None,0
S_VINCENT,Link,SCE,S_VINCENT,None,None,None,None,None,VINCENT,S_SCE,5ms,10,0,None,0
S_VINCENT3,Link,SCE,S_VINCENT3,None,None,None,None,None,VINCENT3,S_SCE,5ms,10,0,None,0
S_ADELANTO,Link,SDGE,S_ADELANTO,None,None,None,None,None,ADELANTO,S_SDGE,5ms,10,0,None,0
S_ADELAN1,Link,SDGE,S_ADELAN1,None,None,None,None,None,ADELAN1,S_SDGE,5ms,10,0,None,0
S_VICTORVL,Link,SDGE,S_VICTORVL,None,None,None,None,None,VICTORVL,S_SDGE,5ms,10,0,None,0
S_VICTORVL3,Link,SDGE,S_VICTORVL3,None,None,None,None,None,VICTORVL3,S_SDGE,5ms,10,0,None,0
S_LUGO,Link,SDGE,S_LUGO,None,None,None,None,None,LUGO,S_SDGE,5ms,10,0,None,0
S_MIRALOMA,Link,SDGE,S_MIRALOMA,None,None,None,None,None,MIRALOMA,S_SDGE,5ms,10,0,None,0
S_MIRALOMA3,Link,SDGE,S_MIRALOMA3,None,None,None,None,None,MIRALOMA3,S_SDGE,5ms,10,0,None,0
S_CHOLLA,Link,SRP,S_CHOLLA,None,None,None,None,None,CHOLLA,S_SRP,5ms,10,0,None,0
S_CORONADO3,Link,SRP,S_CORONADO3,None,None,None,None,None,CORONADO3,S_SRP,5ms,10,0,None,0
S_NAVAJO,Link,SRP,S_NAVAJO,None,None,None,None,None,NAVAJO,S_SRP,5ms,10,0,None,0
S_NAVAJO2,Link,SRP,S_NAVAJO2,None,None,None,None,None,NAVAJO2,S_SRP,5ms,10,0,None,0
S_MOENKOPI,Link,SRP,S_MOENKOPI,None,None,None,None,None,MOENKOPI,S_SRP,5ms,10,0,None,0
S_NAVAJO1,Link,SRP,S_NAVAJO1,None,None,None,None,None,NAVAJO1,S_SRP,5ms,10,0,None,0
S_NAVAJO22,Link,SRP,S_NAVAJO22,None,None,None,None,None,NAVAJO22,S_SRP,5ms,10,0,None,0
S_NAVAJO3,Link,SRP,S_NAVAJO3,None,None,None,None,None,NAVAJO3,S_SRP,5ms,10,0,None,0
S_NAVAJO4,Link,SRP,S_NAVAJO4,None,None,None,None,None,NAVAJO4,S_SRP,5ms,10,0,None,0
S_MOENKOPI3,Link,SRP,S_MOENKOPI3,None,None,None,None,None,MOENKOPI3,S_SRP,5ms,10,0,None,0
S_MOENKOP2,Link,SRP,S_MOENKOP2,None,None,None,None,None,MOENKOP2,S_SRP,5ms,10,0,None,0
S_MOENKOP3,Link,SRP,S_MOENKOP3,None,None,None,None,None,MOENKOP3,S_SRP,5ms,10,0,None,0
S_MOENKOP4,Link,SRP,S_MOENKOP4,None,None,None,None,None,MOENKOP4,S_SRP,5ms,10,0,None,0
S_CAMPWIL,Link,SRP,S_CAMPWIL,None,None,None,None,None,CAMPWIL,S_SRP,5ms,10,0,None,0
S_BENLOMND,Link,SRP,S_BENLOMND,None,None,None,None,None,BENLOMND,S_SRP,5ms,10,0,None,0
S_BENLOMND3,Link,SRP,S_BENLOMND3,None,None,None,None,None,BENLOMND3,S_SRP,5ms,10,0,None,0
S_EMERY,Link,SRP,S_EMERY,None,None,None,None,None,EMERY,S_SRP,5ms,10,0,None,0
S_EMERY3,Link,SRP,S_EMERY3,None,None,None,None,None,EMERY3,S_SRP,5ms,10,0,None,0
S_MONA,Link,SRP,S_MONA,None,None,None,None,None,MONA,S_SRP,5ms,10,0,None,0
S_NAUGHTON,Link,SRP,S_NAUGHTON,None,None,None,None,None,NAUGHTON,S_SRP,5ms,10,0,None,0
S_NAUGHT,Link,SRP,S_NAUGHT,None,None,None,None,None,NAUGHT,S_SRP,5ms,10,0,None,0
S_SPANFRK,Link,SRP,S_SPANFRK,None,None,None,None,None,SPANFRK,S_SRP,5ms,10,0,None,0
S_SIGURD,Link,SRP,S_SIGURD,None,None,None,None,None,SIGURD,S_SRP,5ms,10,0,None,0
S_TERMINAL,Link,SRP,S_TERMINAL,None,None,None,None,None,TERMINAL,S_SRP,5ms,10,0,None,0
S_BIGEDDY,Link,VRCC,S_BIGEDDY,None,None,None,None,None,BIGEDDY,S_VRCC,5ms,10,0,None,0
S_DALLES21,Link,VRCC,S_DALLES21,None,None,None,None,None,DALLES21,S_VRCC,5ms,10,0,None,0
